genres,id,imdb_id,original_title,overview,poster_path,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count
"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",8012,tt0113161,Get Shorty,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",/vWtDUUgQAsVyvRW4mE75LBgVm2e.jpg,10/20/1995,115101622.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]","The mob is tough, but it’s nothing like show business.",Get Shorty,6.4,305.0
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1710,tt0112722,Copycat,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,/80czeJGSoik22fhtUM9WzyjUU4r.jpg,10/27/1995,0.0,124.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]","One man is copying the most notorious killers in history one at a time. Together, two women must stop him from killing again. Or they're next.",Copycat,6.5,199.0
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",451,tt0113627,Leaving Las Vegas,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",/37qHRJxnSh5YkuaN9FgfNnMl3Tj.jpg,10/27/1995,49800000.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",I Love You... The Way You Are.,Leaving Las Vegas,7.1,365.0
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",9909,tt0112792,Dangerous Minds,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",/y5Jee3QmYOlpqfaPPbfvtdVc5wj.jpg,8/11/1995,180000000.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",She broke the rules... and changed their lives.,Dangerous Minds,6.4,249.0
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",63,tt0114746,Twelve Monkeys,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",/6Sj9wDu3YugthXsU0Vry5XFAZGg.jpg,12/29/1995,168840000.0,129.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",The future is history.,Twelve Monkeys,7.4,2470.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9603,tt0112697,Clueless,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",/i8gEHh2sszB6YWLC0jl559sxAeN.jpg,7/19/1995,0.0,97.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Sex. Clothes. Popularity. Is there a problem here?,Clueless,6.9,828.0
"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",9312,tt0113855,Mortal Kombat,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.",/bdXWixjWVA7Y03PvW74xufrROiJ.jpg,8/18/1995,122195920.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Nothing In This World Has Prepared You For This.,Mortal Kombat,5.4,452.0
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",577,tt0114681,To Die For,"Susan wants to work in television and will therefore do anything it takes, even if it means killing her husband. A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role.",/zCREx8trzejNieDLUsRuwLU0cS3.jpg,5/20/1995,21284514.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",All she wanted was a little attention.,To Die For,6.7,177.0
"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",807,tt0114369,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg,9/22/1995,327311859.0,127.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Seven deadly sins. Seven ways to die.,Se7en,8.1,5915.0
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",10530,tt0114148,Pocahontas,"History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith.",/qk95miOV8wDABbO5gyCpCrvbVFu.jpg,6/14/1995,346079773.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",An American legend comes to life.,Pocahontas,6.7,1509.0
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",629,tt0114814,The Usual Suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg,7/19/1995,23341568.0,106.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Five Criminals. One Line Up. No Coincidence.,The Usual Suspects,8.1,3334.0
"[{'id': 35, 'name': 'Comedy'}]",10607,tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg,1/12/1996,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]","Finally, the movie that proves that Justice isn't always Poetic, Jungle Fever isn't always pretty, and Higher Learning can be a waste of time.",Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.2,192.0
"[{'id': 35, 'name': 'Comedy'}]",10634,tt0113118,Friday,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",/kkoGT4bnK5oGiNbzGGcXzrXMSxn.jpg,4/26/1995,28215918.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",A lot can go down between thursday and saturday...,Friday,7.0,513.0
"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",755,tt0116367,From Dusk Till Dawn,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,1/19/1996,25836616.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",One night is all that stands between them and freedom. But it's going to be a hell of a night.,From Dusk Till Dawn,6.9,1644.0
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2086,tt0113972,Nick of Time,"Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones.",/3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg,11/22/1995,8175346.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",,Nick of Time,6.1,190.0
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9208,tt0115759,Broken Arrow,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg,2/9/1996,150270147.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Prepare to Go Ballistic.,Broken Arrow,5.7,459.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",13685,tt0115734,Bottle Rocket,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",/iuO10cRKrMfql5yc8YTgdfHt7gR.jpg,2/21/1996,560069.0,91.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]","They're not really criminals, but everyone's got to have a dream.",Bottle Rocket,6.8,285.0
"[{'id': 35, 'name': 'Comedy'}]",9614,tt0116483,Happy Gilmore,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",/pG5edeKkntnt5A799Y0UNI5hi9W.jpg,2/16/1996,41205099.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",He doesn't play golf... he destroys it.,Happy Gilmore,6.5,767.0
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",688,tt0112579,The Bridges of Madison County,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,/czRuGEx9Yhnh6nApirTLPToxHNu.jpg,5/28/1995,182016617.0,135.0,"[{'iso_639_1': 'en', 'name': 'English'}]",The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,The Bridges of Madison County,7.3,397.0
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",197,tt0112573,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",/2qAgGeYdLjelOEqjW9FYvPHpplC.jpg,5/24/1995,210000000.0,177.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'gd', 'name': ''}]",Every man dies. Not every man truly lives.,Braveheart,7.7,3404.0
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",103,tt0075314,Taxi Driver,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",/yxq4pk1xGmro8tQABuQIrWrvdaE.jpg,2/7/1976,28262574.0,114.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]","On every street in every city, there's a nobody who dreams of being a somebody.",Taxi Driver,8.1,2632.0
"[{'id': 35, 'name': 'Comedy'}]",11000,tt0115685,The Birdcage,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's right-wing moralistic parents.,/wRTkvqRTB05gcGInsnGqVgLkb3t.jpg,3/8/1996,185260553.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Come as you are.,The Birdcage,6.7,303.0
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",9737,tt0112442,Bad Boys,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",/1dKsSfpAqWSc5UJT9VIqK5JVFI5.jpg,4/7/1995,141407024.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Whatcha gonna do?,Bad Boys,6.5,1729.0
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",10474,tt0112461,The Basketball Diaries,Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction.,/8BkedYL5LdpkyHc7JtuohMr8a9N.jpg,4/21/1995,0.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",The true story of the death of innocence and the birth of an artist.,The Basketball Diaries,7.2,472.0
"[{'id': 18, 'name': 'Drama'}]",568,tt0112384,Apollo 13,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg,6/30/1995,355237933.0,140.0,"[{'iso_639_1': 'en', 'name': 'English'}]","Houston, we have a problem.",Apollo 13,7.3,1637.0
"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",8839,tt0112642,Casper,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away.",/cpMbvFDD2C21pqMNXVPhSWGQBR9.jpg,5/26/1995,287928194.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Get an afterlife,Casper,6.0,1045.0
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",10329,tt0112715,Congo,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.",/wjeQaiAApgzdipkNXhQnBrqjBY9.jpg,6/9/1995,152022101.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Where you are the endangered species.,Congo,5.0,214.0
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",8963,tt0112740,Crimson Tide,"On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.",/oDJyDX11HW4j565vUjmFagKxDTQ.jpg,5/12/1995,157387195.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Danger runs deep.,Crimson Tide,7.0,508.0
"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",8068,tt0112851,Desperado,A gunslinger is embroiled in a war with a local drug runner.,/7eVo5DbP7gcsDzHcpRCTA6JAuF2.jpg,8/25/1995,25405445.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]","When the smoke clears, it just means he's reloading.",Desperado,6.8,898.0
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1572,tt0112864,Die Hard: With a Vengeance,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",/ivpXGcsPZglyYrN65THWSD7JM3q.jpg,5/19/1995,366101666.0,128.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ro', 'name': 'Română'}]",Think fast. Look alive. Die hard.,Die Hard: With a Vengeance,6.9,2094.0
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6520,tt0113071,First Knight,"The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love.",/8SRi8laZyPBdigx9qn7m3mriiRQ.jpg,7/7/1995,127600435.0,134.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Their greatest battle would be for her love.,First Knight,5.9,319.0
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",10428,tt0113243,Hackers,"Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus.",/uu62T87qkLkapeuu7ArlnQ6tAap.jpg,9/14/1995,7563728.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]","There is no right or wrong, only fun and boring",Hackers,6.2,406.0
"[{'id': 878, 'name': 'Science Fiction'}]",9482,tt0113492,Judge Dredd,"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",/r17S4XlQ3Jq5U1KRovFUwU8P4aG.jpg,6/30/1995,113493481.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]","In the future, one man is the law.",Judge Dredd,5.4,643.0
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",9344,tt0113540,Kids,"A controversial portrayal of teens in New York City which exposes a deeply disturbing world of sex and substance abuse. The film focuses on a sexually reckless, freckle-faced boy named Telly, whose goal is to have sex with as many different girls as he can. When Jenny, a girl who has had sex only once, tests positive for HIV, she knows she contracted the disease from Telly. When Jenny discovers that Telly's idea of ""safe sex"" is to only have sex with virgins, and is continuing to pass the disease onto other unsuspecting girls, Jenny makes it her business to try to stop him.",/gMuV7ORN8rRfQPMImby8KRGihO2.jpg,7/28/1995,7412216.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",,Kids,6.8,280.0
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",2293,tt0113749,Mallrats,"Both dumped by their girlfriends, two best friends seek refuge in the local mall.",/4saVIltqkhq9is5NmD7N87Q40M.jpg,10/20/1995,2122561.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",They're not there to shop. They're not there to work. They're just there.,Mallrats,6.8,400.0
